RCV,city,city_ascii,city_alt,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,population_proper,density,source,military,incorporated,township,timezone,ranking,zips,id,age_median,age_under_10,age_10_to_19,age_20s,age_30s,age_40s,age_50s,age_60s,age_70s,age_over_80,male,female,married,divorced,never_married,widowed,family_size,family_dual_income,income_household_median,income_household_under_5,income_household_5_to_10,income_household_10_to_15,income_household_15_to_20,income_household_20_to_25,income_household_25_to_35,income_household_35_to_50,income_household_50_to_75,income_household_75_to_100,income_household_100_to_150,income_household_150_over,income_household_six_figure,income_individual_median,home_ownership,home_value,rent_median,rent_burden,education_less_highschool,education_highschool,education_some_college,education_bachelors,education_graduate,education_college_or_above,education_stem_degree,labor_force_participation,unemployment_rate,race_white,race_black,race_asian,race_native,race_pacific,race_other,race_multiple,hispanic,disabled,poverty,limited_english,commute_time,health_uninsured,veteran
,Lochearn,Lochearn,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.346,-76.7307,26205,26205,1809,polygon,FALSE,FALSE,FALSE,America/New_York,3,21208 21207,1840005694,42.9,10.1,12,11.7,12.2,13.7,14.7,12.5,8.9,4.1,45.9,54.1,37.6,13.4,40.6,8.3,3.24,47.6,64713,3.9,1.7,2.6,3.1,4.3,6.9,14.8,21.7,16,17.4,7.7,25.1,32371,70.2,195493,1308,20.8,9.7,27.3,32.5,19.8,10.7,30.5,36.6,62.8,7.8,15.1,80.1,1,0.2,0,1.9,1.7,3.9,15.1,8.3,1,30.3,7.4,9.5
,North Potomac,North Potomac,,MD,Maryland,24031,Montgomery,24031,Montgomery,39.0955,-77.2372,24236,24236,1434,polygon,FALSE,FALSE,FALSE,America/New_York,3,20878 20850,1840005835,43.1,11.1,17.1,8.4,9.4,16.7,18.5,12,4.9,1.9,47.8,52.2,68,6.6,22.4,3,3.28,69.1,161553,1.1,0.6,1.4,1.5,1.2,3.2,4.4,7.5,7.4,19.1,52.7,71.8,66648,83.8,656882,2575,17.4,2,7.3,13.2,31.4,46.1,77.5,61.1,70.8,3.1,55.4,5.3,34.6,0.2,0,0.9,3.6,5.1,5.2,3,6.9,34.9,2.6,3.5
,Ilchester,Ilchester,,MD,Maryland,24027,Howard,24027,Howard,39.2187,-76.7684,26804,26804,964,polygon,FALSE,FALSE,FALSE,America/New_York,3,21043 21075,1840024482,34.4,15.5,14.2,13.8,15.8,14.6,14.8,7,2.6,1.9,49.9,50.1,55.2,11.1,31,2.6,3.49,69,124049,0.4,0.6,0.8,1.2,0.8,2.1,4.9,12.3,13,25.7,38.2,63.9,55212,81.9,382408,2158,19.5,6.1,11.8,17.3,31.7,33.1,64.8,56.6,76.4,2.5,64.1,11.2,19.9,0.1,0,0.8,3.9,7.9,5.8,3.3,2.3,27.3,4.6,6.1
,Ocean Pines,Ocean Pines,,MD,Maryland,24047,Worcester,24047,Worcester,38.3825,-75.1475,12085,12085,700,polygon,FALSE,FALSE,FALSE,America/New_York,3,21811,1840006252,58.2,8.2,7.7,5.8,8.4,9.4,13.3,19.6,17.8,9.7,47.3,52.7,59.7,12.9,17.9,9.6,2.73,43.4,69010,1.8,1.2,2.6,4.2,3.1,9.9,11.9,20.2,12.6,21.4,11.1,32.5,34920,86.5,274316,1168,19,6.2,24.1,33.6,21.4,14.8,36.2,38.3,50.8,5.3,90.1,5.1,2,0.1,0.5,0.7,1.5,4.3,14.7,6.7,0.9,23,5.7,11.7
,Lake Shore,Lake Shore,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.1029,-76.4876,19724,19724,567,polygon,FALSE,FALSE,FALSE,America/New_York,3,21122,1840005920,41,12.4,12.3,11.7,12.1,13.2,18.6,11,6.3,2.6,49.5,50.5,60.4,7.9,26.5,5.2,3.26,71.3,97897,0.4,2.1,1,1,3.1,4.9,10,15.2,13.6,21.8,26.9,48.7,40748,90.2,363517,1808,21,7.5,30.3,34.2,17.2,10.9,28.1,51.6,75.5,4.8,92.5,3.6,1.6,0.1,0,0.3,1.9,2.1,9.8,3.1,1.1,33.1,4.6,11
,Westminster,Westminster,,MD,Maryland,24013,Carroll,24013,Carroll,39.5797,-77.0064,18593,18593,1078,polygon,FALSE,TRUE,FALSE,America/New_York,3,21158 21157,1840005701,33.1,14.1,15,15.8,13.1,12.2,11.9,6.4,5.5,5.9,48.1,51.9,41.8,13.1,37.5,7.5,3.13,54.6,60984,3.2,1.9,3.6,6.5,5.1,9.3,13.9,17.4,13.6,14.2,11.3,25.5,30944,50.6,238981,1637,21.6,12.8,27.6,26.8,21.6,11.3,32.9,38.7,63.2,5.6,82.1,8.9,3.3,0.1,0,1.9,3.7,7.4,12.5,11.4,1.6,33.5,5,7.4
,Summerfield,Summerfield,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.9042,-76.8678,12963,12963,1374,polygon,FALSE,TRUE,FALSE,America/New_York,3,20785,1840039531,34.8,13.9,11.7,14.2,16.3,12.5,15,9,5.1,2.2,44,56,30.1,18.1,46.1,5.8,3.26,57.6,75739,1.7,2.2,0.8,0.8,3.1,4.4,11.2,25.1,19.1,21.3,10.1,31.4,45697,46.5,233416,1770,24,6.8,30,31.5,18.6,13.1,31.7,37.8,78.7,8.7,4.9,92,0.5,0.1,0,0.2,2.3,5,9.2,7.6,0.3,36.4,7.3,8.8
,Parole,Parole,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,38.9861,-76.5519,16084,16084,604,polygon,FALSE,FALSE,FALSE,America/New_York,3,21401,1840005913,52.4,7.2,5.6,10.8,11.5,12.6,11,16.5,13.4,11.4,48.9,51.1,50.5,15.3,23.2,11,2.6,52.1,96612,1.5,1.3,2,1.5,2,6.3,9.5,12.4,16,19.7,27.6,47.3,54770,67.5,436292,1675,19.9,4,14,23.3,27.3,31.5,58.8,43.8,59.4,3.6,89.1,6,2.7,0.2,0,0.5,1.5,3,14.2,3.2,0.6,32.3,2.2,14.5
1,Bluffdale,Bluffdale,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.4743,-111.9383,13484,13484,474,polygon,FALSE,TRUE,FALSE,America/Denver,3,84065,1840018745,26.2,25.2,16.9,13,14.8,9.2,11.2,5.9,2.1,1.6,50.3,49.7,67.3,8.5,22.9,1.3,4.06,63.2,105391,0,0,0.8,1.8,1.5,3,6.1,18,14.3,25.8,28.7,54.5,38734,83,425712,1963,20.7,1.3,25.5,40.5,24.2,8.6,32.8,42,74,5.5,93.4,3.5,0.1,0,0,0.2,2.8,3.5,6,3,0,26.3,7,4.2
,Roy,Roy,,UT,Utah,49057,Weber,49057,Weber,41.1717,-112.048,38595,38595,1894,polygon,FALSE,TRUE,FALSE,America/Denver,3,84067,1840020132,30.9,16.9,16.9,14.3,15.9,10.6,10.3,8.9,3.9,2.3,50.6,49.4,55.5,15.3,25.7,3.5,3.54,60.6,66333,1.4,0.8,3.5,2.8,4.2,6.8,13,26.7,19,16.4,5.3,21.7,31061,82.2,162341,1083,18.8,7.9,32.3,40,14.7,5,19.7,39,68.7,5.1,86.4,0.9,1.9,0.5,0.5,5.2,4.5,14.9,12.9,10.9,0.7,22.9,8.4,10.3
,Farmington,Farmington,,UT,Utah,49011,Davis,49011,Davis,40.9846,-111.9064,24066,24066,934,polygon,FALSE,TRUE,FALSE,America/Denver,3,84025,1840020142,30.2,19.8,18.7,11.2,15.6,13.4,8.1,7.6,3.6,1.9,51.2,48.8,64.6,9.1,24.5,1.8,3.87,62.4,97168,0.1,1.2,1.3,0.7,2.1,4,11.7,16,14.5,25.6,22.7,48.3,38787,80.4,342630,1602,18.2,1.6,14.6,38,29,16.8,45.8,44.5,67.8,2.7,94.4,1,1.3,0.5,0,0.7,2.1,3.9,6.4,2.8,0.2,23.7,5.4,6.4
,Saratoga Springs,Saratoga Springs,,UT,Utah,49049,Utah,49049,Utah,40.3448,-111.9153,29608,29608,501,polygon,FALSE,TRUE,FALSE,America/Denver,3,84045,1840021397,21.4,28,20.8,10.3,19.4,10.3,4.6,4.6,1.4,0.5,51.5,48.5,70.3,6.2,22.4,1.2,4.42,58,88804,0.6,0.8,0.1,0.1,0.6,3,10.5,23,18.4,27.4,15.5,42.9,40450,82.1,293971,1592,20.8,3,13.6,38.2,34,11.2,45.2,43.3,70.7,4.8,93,1.3,1.1,0.2,1.6,0.7,2.1,5.3,4.4,1.9,0,30.3,3.8,4.4
,Syracuse,Syracuse,,UT,Utah,49011,Davis,49011,Davis,41.0864,-112.0697,29507,29507,1142,polygon,FALSE,TRUE,FALSE,America/Denver,3,84075,1840021352,29.9,20.5,20.3,9.4,15.5,14.1,9.7,6.8,2.8,0.8,51.4,48.6,68.7,7.3,22.7,1.3,3.88,68.1,90778,0.8,0.6,0.7,2,2.2,3,6.2,19.8,22.5,26,16.3,42.3,38045,94,269757,1525,20,3.1,21,39.3,24.6,11.9,36.5,37.9,73.3,2.9,91.1,2.4,1,0.1,0,1.5,4,6.2,7,3.8,0.4,26.3,3.7,9.2
1,Payson,Payson,,UT,Utah,49049,Utah,49049,Utah,40.0353,-111.7404,19892,19892,624,polygon,FALSE,TRUE,FALSE,America/Denver,3,84651,1840020172,26.2,19.1,21.3,13.6,14.2,11.4,8.1,6.2,3.7,2.1,49.9,50.1,57.4,9.1,29.6,3.9,4.08,56.7,61098,1.3,2.4,2.9,3.9,2.5,9,17.3,26.7,14.6,14.4,5,19.4,24846,77.4,202072,1166,20.6,10.4,23.3,43.3,16.3,6.7,23,40.7,66.3,4.6,95.6,0.1,0.3,0.4,0.3,1.7,1.6,13.5,9.9,10.1,1.6,25,10.6,4.2
,Pleasant View,Pleasant View,,UT,Utah,49057,Weber,49057,Weber,41.3249,-112.0011,10287,10287,569,polygon,FALSE,TRUE,FALSE,America/Denver,3,84404 84414,1840020137,34.2,16.2,20.6,10,10.5,12.6,13.9,9.2,4.7,2.6,49.1,50.9,65.3,7,25.5,2.2,3.83,61.3,90802,0.6,0,1.1,2.4,2.6,7.6,5.6,19.4,18.1,29.1,13.5,42.6,33209,87.8,304904,1431,17.8,5.8,20.9,36.8,25.5,11.1,36.6,46.7,65.9,4.3,98.7,0,0.5,0,0,0.3,0.5,9.3,8.7,6.5,0,23.1,9.2,7
,North Ogden,North Ogden,,UT,Utah,49057,Weber,49057,Weber,41.3124,-111.9585,19465,19465,1013,polygon,FALSE,TRUE,FALSE,America/Denver,3,84414,1840020134,33.4,18.2,15.6,11.6,14.6,12,10.8,7.9,6.8,2.6,48.7,51.3,64.1,7.3,24.9,3.8,3.53,56.2,78926,1.7,0.7,1.6,1.3,3,4.8,9.4,23.3,22.3,20.5,11.6,32.1,33428,85.8,221241,1210,17.5,3.7,26.1,37.6,21.8,10.7,32.5,44.8,67.7,2.5,94,0.9,0.3,0.7,0.6,0.5,3,7.4,10.9,4.3,0.2,24.6,3.7,7.2
,Herriman,Herriman,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.4898,-112.0169,39224,39224,702,polygon,FALSE,TRUE,FALSE,America/Denver,3,84096,1840020155,26.2,22.9,19.9,12.8,17.5,14.5,6.5,4.1,1.1,0.8,48.8,51.2,63.6,8.6,25.8,2.1,4.22,66.6,94837,0.6,1.1,0.2,0.7,1.6,5,6.1,23.4,16.7,29.8,14.9,44.7,38476,80,333707,1736,20.5,2.6,19,45.2,23.4,9.8,33.2,47.6,75.3,5.6,90.5,2.2,0.9,0.2,2,1.1,3.1,6.6,5.1,2.8,1.4,28,6.6,5.4
1,Cottonwood Heights,Cottonwood Heights,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.6137,-111.8144,33996,33996,1423,polygon,FALSE,TRUE,FALSE,America/Denver,3,84093 84121 84171,1840018746,37.5,13,11.1,13.8,15.2,11.4,13.7,12.1,6.4,3.2,48.6,51.4,58.1,11.5,26.3,4.1,3.19,61.4,86207,2.3,0.6,0.9,2.9,2.5,5.2,10,18.9,13.7,20.5,22.6,43.1,37036,73.5,349378,1455,17,3.1,16.3,30.5,31.7,18.5,50.2,48.8,70.7,3.1,91.6,0.4,3.9,0.4,0.5,0.4,2.8,5.4,7.7,5.2,1.1,22.7,5.8,6
,Provo,Provo,,UT,Utah,49049,Utah,49049,Utah,40.2457,-111.6457,503695,117335,1087,polygon,FALSE,TRUE,FALSE,America/Denver,2,84604 84606 84601 84602 84603 84605,1840020174,23.7,14.1,14.8,40.5,10.1,6.7,5.6,4.1,2.5,1.7,50.1,49.9,46.4,5.8,45.7,2.1,3.46,65.2,44312,3.2,4.3,6.3,6.1,7.4,13.7,14,18.2,9.6,11,6.4,17.4,14537,40.8,227580,1096,17.9,7.6,14.3,35.7,28.5,14,42.5,42.5,69.3,5,88.7,0.6,2.5,0.6,1.3,2.6,3.6,16.3,8.3,25.4,3.4,17.8,11.8,2.5
,West Jordan,West Jordan,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.6024,-112.0008,113905,113905,1360,polygon,FALSE,TRUE,FALSE,America/Denver,2,84088 84081 84084,1840021388,30.7,16.7,17.9,14.3,16.2,13,10.5,7.2,3,1.3,50.3,49.7,55,12.1,29.8,3.1,3.77,66.8,72083,1,1.1,1.4,2.1,3,7.9,12.5,23.3,19,19.6,9.1,28.7,30861,74.9,244268,1384,20.3,8.7,28.3,39.8,16.8,6.4,23.2,40.7,74.5,4.2,82.9,1.2,2.8,0.7,1.5,8,2.9,19.6,8.1,7.5,2.4,24,10.2,5.2
,North Salt Lake,North Salt Lake,,UT,Utah,49011,Davis,49011,Davis,40.8439,-111.9187,20507,20507,935,polygon,FALSE,TRUE,FALSE,America/Denver,3,84054,1840020144,30.4,18.2,14.9,15.8,18.6,11.6,11.6,6.3,2.1,0.8,50.2,49.8,61.7,11.1,25.2,2,3.49,62,77011,1.1,1.1,1.8,1.9,2.7,5.1,12.4,22.4,14.5,21.2,15.7,36.9,35109,72.8,262464,1382,17.8,5.8,20,29.8,31,13.3,44.3,38,74.8,3.9,81.4,0.7,3.3,0.6,2.1,6.3,5.6,14.9,7.3,6.8,1.5,21.1,8.7,4.3
,Clearfield,Clearfield,,UT,Utah,49011,Davis,49011,Davis,41.103,-112.0237,31363,31363,1569,polygon,FALSE,TRUE,FALSE,America/Denver,3,84015 84016 84089,1840018735,27.8,20,16.8,16.8,16.9,11.9,7.8,4.9,2.7,2.1,50.1,49.9,55.7,13.7,27,3.6,3.7,59.8,52034,2.7,2.7,4.8,5.1,5.6,8,17.2,24.7,13.5,11.5,4.1,15.6,25734,54.9,163009,1065,20.6,7.5,29.7,41.7,15.9,5.3,21.2,35.6,70.8,4.5,84.4,2.8,1.9,0.4,0.6,6.1,3.8,18.1,13.8,11.3,2,21,9.1,10.3
,Eagle Mountain,Eagle Mountain,,UT,Utah,49049,Utah,49049,Utah,40.3137,-112.0114,32204,32204,246,polygon,FALSE,TRUE,FALSE,America/Denver,3,84013 84005,1840018757,19.2,30.1,20.4,12.9,18.8,9.9,4.4,2.4,0.9,0.3,49.4,50.6,71.6,6.2,21,1.2,4.4,58.6,74885,1.9,0.3,0.4,1.3,1.4,4.5,12.4,28,22.3,20,7.5,27.5,36773,85.7,238259,1456,22.3,3.8,17.1,46.2,26.9,6.1,33,36.3,73.4,2.4,93.7,0.9,0.7,0.3,0.2,1.2,3,8.9,4.4,8,1,34.4,9,3.6
,Logan,Logan,,UT,Utah,49005,Cache,49005,Cache,41.74,-111.8419,100774,51115,1117,polygon,FALSE,TRUE,FALSE,America/Denver,2,84321 84341 84322,1840020108,23.9,15.6,14.3,35.6,12.1,7.2,5.2,5.1,2.7,2.3,50.6,49.4,46.2,7.9,43.5,2.3,3.36,59.1,38412,3.7,3.7,6.9,6.9,9.5,15.3,17,17.5,9.1,6.4,4,10.4,17427,39,170329,931,17.2,9.8,19.7,34.7,23.9,11.8,35.7,43.4,68.5,4,84.2,1.4,3.9,0.5,0.7,6.3,3,15.1,9.8,25.5,3.7,14.4,11,3
1,Salt Lake City,Salt Lake City,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.7774,-111.93,1098400,200544,696,polygon,FALSE,TRUE,FALSE,America/Denver,1,84116 84115 84113 84112 84111 84144 84128 84180 84108 84101 84102 84103 84104 84105 84106 84110 84114 84122 84132 84133 84134 84138 84139 84143 84145 84147 84148 84150 84151 84152 84158 84199,1840021383,31.9,12.7,10.9,22.5,17.2,11.1,9.9,8.7,4.1,2.6,51.5,48.5,42.1,12.4,41.4,4.1,3.24,58.1,54009,4.2,4.3,4.9,4.8,5.1,10.3,13.2,17.8,12,12.1,11.2,23.3,27858,48.5,266711,1174,17.6,11.5,17.2,26.2,25,20,45,50.1,71.1,4.6,73.7,2,5.4,1.3,1.7,12.8,3.1,21.3,10.6,17.8,4.9,19.4,14.6,4.7
,Alpine,Alpine,,UT,Utah,49049,Utah,49049,Utah,40.4629,-111.7724,10371,10371,503,polygon,FALSE,TRUE,FALSE,America/Denver,3,84004,1840018755,29.7,14.1,25.1,10.9,8.5,14.1,13.2,8.5,3.7,1.8,48.8,51.2,68.4,2.5,27.7,1.4,4.04,58.8,112727,2.1,0.2,0.8,0.9,2.5,6.6,6.5,12.5,10.4,18.5,39,57.5,31329,84,490686,1734,16.7,2.5,10.5,33.4,33.9,19.7,53.6,40.9,61.4,3.8,96.1,0.2,0.4,0,0.1,0.2,3.1,1.7,5.3,5.3,0.2,26.3,5.5,3.7
,Washington,Washington,,UT,Utah,49053,Washington,49053,Washington,37.1325,-113.4893,26405,26405,315,polygon,FALSE,TRUE,FALSE,America/Denver,3,84780 84771,1840021561,34.1,19.8,12.1,10.6,15.9,8.4,10.5,12,6.7,3.9,48.2,51.8,66.4,8.3,20.2,5,3.25,46.9,56697,1.9,0.3,2.2,6,8.2,10.9,13.3,25.3,12.6,9.2,10.1,19.3,26842,73.7,237570,918,17.9,9.1,21.1,38.9,20.1,10.8,30.9,42.7,57.3,4.3,89.7,0.6,0.7,1.8,0.4,3.8,3.1,8.6,8.9,14,1.1,20.3,13,10.6
1,Sandy,Sandy,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.5706,-111.851,96145,96145,1560,polygon,FALSE,TRUE,FALSE,America/Denver,3,84092 84093 84094 84070 84090 84091,1840037422,35.7,15.1,14,13.4,13.2,11.9,13.1,11.5,5.5,2.2,49.2,50.8,58.6,11.5,26,3.9,3.48,62.1,87012,1.5,1.2,1.4,3.1,2.6,4.7,9.1,17.8,16.3,22.5,19.9,42.4,35530,76.8,309704,1390,16.8,5.2,18.7,35.8,25.8,14.5,40.3,42.7,69.3,3.4,90.5,0.7,3,0.4,0.7,2.7,2.1,8.9,8.3,5.6,0.9,22.3,7.5,6.1
,West Point,West Point,,UT,Utah,49011,Davis,49011,Davis,41.122,-112.0995,10603,10603,575,polygon,FALSE,TRUE,FALSE,America/Denver,3,84015,1840021354,31.8,19.2,19.2,9.4,16.7,10.8,12.2,6.9,4.3,1.4,50.4,49.6,64.8,7.6,24.2,3.3,3.8,62.4,81750,0,0.7,0.4,1,0.2,7.4,14,19.8,24,25.5,6.9,32.4,31418,90.5,222495,1284,18.8,5.6,25.2,45.7,17.3,6.2,23.5,40.6,68.3,1.7,87.2,0.2,3.5,0.7,1.1,4.8,2.7,6.7,6.2,3.7,0,24.3,5.6,9.7
,Smithfield,Smithfield,,UT,Utah,49005,Cache,49005,Cache,41.8347,-111.8266,11374,11374,843,polygon,FALSE,TRUE,FALSE,America/Denver,3,84335,1840021321,27.7,19.7,21.1,12.6,12.7,10.2,10.9,6.2,4.6,1.9,46.9,53.1,66,6.2,24.8,3,3.77,61.3,62596,1.9,0.4,0.7,0.8,2.9,7.3,21.5,24.6,20.8,14.6,4.5,19.1,28961,87.5,203519,1077,19.5,5.6,21.4,38.2,25.4,9.4,34.8,41.8,67.3,4.5,96.1,0,1,0.8,0,0.9,1.3,5.5,7.1,4.9,0.3,19.5,4,5.4
1,Midvale,Midvale,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.6148,-111.8928,33208,33208,2168,polygon,FALSE,TRUE,FALSE,America/Denver,2,84047,1840020158,30.6,16.2,11.6,20.7,18.6,12.1,8.7,6.6,3.7,1.8,50.5,49.5,46.1,16.4,33.9,3.7,3.28,55.5,54464,2.7,2.4,6,5.1,4.1,9.1,15.3,24.5,14.1,12.2,4.6,16.8,30776,41.5,216563,1192,19.8,10.2,24,36.7,20.4,8.6,29,43.9,74.4,4.4,79,3.3,3.8,0.4,1,8.3,4.2,22.8,8.4,17,4.1,22,16.5,4.5
,Park City,Park City,,UT,Utah,49043,Summit,49043,Summit,40.6505,-111.502,14800,8378,161,polygon,FALSE,TRUE,FALSE,America/Denver,3,84060 84068,1840020140,40.4,10.9,11.6,14.6,11.9,13.9,15.6,14.7,5.5,1.2,52.2,47.8,56.2,7.8,33,3,2.82,52.8,104182,4.7,3.1,3.8,2.7,2.3,4.7,6.3,11.9,7.6,16.4,36.5,52.9,41577,60.5,955561,1559,12.4,6.4,6.9,21.8,39.7,25.2,64.9,44.7,69.3,1.3,93.6,1.6,2.3,0.1,0,1.3,1.2,16.6,5.1,14.4,4.4,23,13.5,5.7
1,Draper,Draper,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.4956,-111.8607,47710,47710,612,polygon,FALSE,TRUE,FALSE,America/Denver,3,84020,1840018747,32,17,18.1,11.9,15,15.9,11.4,6.2,3.3,1.3,51.8,48.2,61.5,9.4,26.8,2.3,3.63,62.3,110270,1.6,1,1.6,0.8,1.7,2.7,7.6,15.2,12.4,22,33.4,55.4,41327,79.3,407246,1840,17.6,4.2,14.6,32.6,29.6,19,48.6,45.4,67.7,3.7,90,0.7,4.3,0.6,0.4,1.9,2.1,7.6,5.7,5.3,0.9,23.2,6.4,5.3
1,Lehi,Lehi,,UT,Utah,49049,Utah,49049,Utah,40.4137,-111.8726,62712,62712,866,polygon,FALSE,TRUE,FALSE,America/Denver,3,84043,1840020168,25.1,27.2,17.9,10.9,18.8,10.7,6.3,4.7,2.4,1.2,50.8,49.2,69.1,6,22.9,2,4.17,58.7,85794,1.3,1,0.9,1.9,1.9,4.1,9.6,19.9,20.4,24.3,14.7,39,35837,80.9,287703,1466,18.9,3.6,14.6,38.7,30.4,12.7,43.1,40,69,2,93.7,0.2,1.7,0.6,0.5,1.1,2.2,7.2,6.5,5.8,0.9,24.2,5.3,3.7
,Holladay,Holladay,,UT,Utah,49035,Salt Lake,49035,Salt Lake,40.6599,-111.8226,30709,30709,1397,polygon,FALSE,TRUE,FALSE,America/Denver,3,84117 84121 84124,1840020156,38.4,13.6,13.5,10.9,13.1,11.5,12.8,11.8,7,5.7,50.5,49.5,60.4,10.7,23.3,5.6,3.26,54,81409,1.6,1.4,3.2,1.8,2.8,6.4,11.4,17.9,12.1,19.6,21.9,41.5,36854,77.5,380484,1340,16.2,2.5,14.7,30.3,32.4,20.1,52.5,44.1,65,2.3,94.3,1.4,2,0.1,0.2,0.5,1.4,5.7,9.4,4.7,0.9,20.4,6.6,6
,Layton,Layton,,UT,Utah,49011,Davis,49011,Davis,41.0771,-111.9622,76691,76691,1325,polygon,FALSE,TRUE,FALSE,America/Denver,3,84041 84040,1840020145,29.7,18.5,16.5,15.6,14.6,11,10.4,8.4,3.4,1.8,50.3,49.7,60.9,9.9,26.3,2.9,3.61,60.9,71883,1.7,1.6,2.6,3,2.4,6.8,11.6,22.8,18.8,17.4,11.4,28.8,30676,72.6,223315,1247,18.1,5.3,22.4,41.1,22.1,9.2,31.3,43.3,70.8,3.5,86.7,1.4,2.4,0.5,1,3.4,4.6,11.7,9.5,7.4,1,22.7,8.5,9.2
,North Logan,North Logan,,UT,Utah,49005,Cache,49005,Cache,41.7759,-111.8066,10646,10646,576,polygon,FALSE,TRUE,FALSE,America/Denver,3,84341,1840020114,25.3,17,17.2,22.4,12.5,8.9,8.3,7.3,3.3,3,49.7,50.3,55.3,4.9,36.1,3.7,3.69,59.5,70139,2.9,3.1,1.9,4.4,3.4,10.3,9,21.8,13.5,19.1,10.7,29.8,22569,63.2,249945,1115,15.7,3.4,13.1,32.4,32.1,19,51.1,42,68.6,4.4,92.7,0.2,3.5,0,0,2,1.5,4.8,9.7,13.7,1.3,14.8,6.3,4.8
,Price,Price,,UT,Utah,49007,Carbon,49007,Carbon,39.604,-110.8004,13451,8263,633,polygon,FALSE,TRUE,FALSE,America/Denver,3,84501,1840020201,30.2,17.2,17.5,15.1,11.3,10.4,9.6,10.5,4.5,3.9,48.3,51.7,48,15.6,29.1,7.3,3.38,48.9,45388,3.3,6.3,6.4,6.1,5.5,12.7,15.3,20.4,13,9,2,11,22800,61.5,129797,681,15.1,11.1,27.5,45,10.6,5.8,16.4,41,59.8,5.3,89.8,1.1,0.9,0.9,0,4.3,3,16.5,14.7,20.8,0.5,11.9,11.6,8.6
,South Ogden,South Ogden,,UT,Utah,49057,Weber,49057,Weber,41.1714,-111.9568,17101,17101,1790,polygon,FALSE,TRUE,FALSE,America/Denver,3,84405 84403,1840021342,34,15.7,11.9,16.5,15,10.7,10.6,8.6,6.9,4.1,49.7,50.3,55.7,14.9,23.5,5.9,3.26,62.7,63055,1.8,1.7,2.6,1.8,3.5,10.4,13.2,24.5,15.4,15.4,9.6,25,31434,71.8,178104,924,15.7,6.7,25.3,39.9,17.9,10.2,28.1,42.9,68.6,2.6,92.3,1.2,1.1,0.4,0.2,2.4,2.3,14.2,9.1,7.1,0.3,19.7,9.6,10.9
1,Springville,Springville,,UT,Utah,49049,Utah,49049,Utah,40.1638,-111.6206,33294,33294,896,polygon,FALSE,TRUE,FALSE,America/Denver,3,84660 84663,1840021399,25.5,22.2,18.5,15.2,15.1,11,6.9,6,3.3,2,50.1,49.9,62.3,8.3,26.3,3.1,3.96,60.2,63724,1.8,1.1,2.3,2.6,3.8,7.2,17.7,23.1,18.3,15.1,7.1,22.2,27324,69.3,223327,1256,19.9,8,17.5,39.4,24.3,10.9,35.2,42.5,68,3,92.2,0.4,0.9,1,0.3,2.3,3,15.3,8,7,2.2,20.2,10.1,4.9
,Spanish Fork,Spanish Fork,,UT,Utah,49049,Utah,49049,Utah,40.1102,-111.6405,39443,39443,950,polygon,FALSE,TRUE,FALSE,America/Denver,3,84660,1840021398,25.4,23.5,18.6,14,17.1,10.7,7.9,4.2,2.3,1.5,51.8,48.2,63.3,8.6,26,2.2,4.1,61,70780,2,1.9,1.8,2.2,3.1,7.2,10.7,23.7,20,18.3,8.9,27.2,27824,75.4,222839,1302,19.5,5.9,22.1,40.8,21.5,9.7,31.2,37.8,67.2,3.3,93.9,0.4,0.3,0.5,0.8,1.5,2.6,10.8,7.5,6.8,1.6,21.3,7.6,4.4
,Lindon,Lindon,,UT,Utah,49049,Utah,49049,Utah,40.3414,-111.7188,10968,10968,505,polygon,FALSE,TRUE,FALSE,America/Denver,3,84042,1840020169,27,15.8,24.1,12.7,10.4,13.4,10.8,7.4,3.2,2.4,48.1,51.9,60.3,7.7,29.3,2.7,4.1,61.5,81789,0,1.4,3.7,2,0.8,5.6,11.5,21.1,14.3,20.6,19,39.6,25065,83.3,359218,1521,19.6,4.5,14.1,38.9,26.9,15.5,42.4,34.1,64.5,4,93.6,0.3,1.4,0,0.9,0.9,2.9,8.4,7.1,6.4,2.2,17.6,10.1,3.1
,Brigham City,Brigham City,,UT,Utah,49003,Box Elder,49003,Box Elder,41.5035,-112.0454,19182,19182,302,polygon,FALSE,TRUE,FALSE,America/Denver,3,84302,1840018702,33,16.8,14.4,14.3,13.2,10,11.3,10.2,6.4,3.4,49.1,50.9,58.7,12.6,23.6,5.1,3.31,51.1,49760,2.5,4,4.3,4.6,4.3,12.6,17.8,21.7,14.2,10.3,3.6,13.9,24347,67.8,161406,916,17.3,7.9,32.4,37.5,15.7,6.5,22.2,43.6,61,6.8,92.7,0.5,0.2,1.1,0.1,3,2.4,10.7,15.7,11.7,1.9,23.2,10,7.7
